"","X","S","I","R","Kids","Adults","ID"
"3845",2825,23,4,61,0,4,175
"3846",2826,18,5,51,0,5,175
"3847",2827,16,2,59,0,2,175
"3848",2828,14,2,42,0,2,175
"3849",2829,12,2,42,0,2,175
"3850",2830,11,1,36,0,1,175
"3851",2831,10,1,34,0,1,175
"3852",2832,10,0,25,0,0,175
"3853",2833,10,0,20,0,0,175
"3854",2834,9,1,20,1,0,175
"3855",2835,9,0,18,0,0,175
"3856",2836,8,1,25,0,1,175
"3857",2837,8,0,10,0,0,175
"3858",2838,8,0,10,0,0,175
"3859",2839,8,0,9,0,0,175
"3860",2840,8,0,8,0,0,175
"3861",2841,8,0,2,0,0,175
"3862",2842,7,1,8,0,1,175
"3863",2843,7,0,9,0,0,175
"3864",2844,7,0,4,0,0,175
"3865",2845,7,0,9,0,0,175
"3866",2846,7,0,3,0,0,175
"3867",2847,7,0,3,0,0,175
"3868",2848,7,0,0,0,0,175
"3869",2849,7,0,2,0,0,175
"3870",2850,7,0,2,0,0,175
"3871",2851,7,0,2,0,0,175
"3872",2852,7,0,6,0,0,175
"3873",2853,7,0,2,0,0,175
"3874",2854,7,0,1,0,0,175
"3875",2855,7,0,1,0,0,175
"3876",2856,7,0,0,0,0,175
"3877",2857,1997,3,0,676,1321,176
"3878",2858,1989,8,0,4,4,176
"3879",2859,1971,18,1,9,9,176
"3880",2860,1942,29,1,15,14,176
"3881",2861,1889,53,12,28,25,176
"3882",2862,1783,106,10,53,53,176
"3883",2863,1604,179,30,89,90,176
"3884",2864,1356,248,34,98,150,176
"3885",2865,1057,299,100,129,170,176
"3886",2866,715,342,107,117,225,176
"3887",2867,456,259,120,57,202,176
"3888",2868,270,186,160,33,153,176
"3889",2869,161,109,179,20,89,176
"3890",2870,106,55,156,12,43,176
"3891",2871,70,36,124,3,33,176
"3892",2872,56,14,111,3,11,176
"3893",2873,41,15,113,3,12,176
"3894",2874,26,15,94,1,14,176
"3895",2875,21,5,97,1,4,176
"3896",2876,18,3,69,0,3,176
"3897",2877,14,4,70,0,4,176
"3898",2878,13,1,55,0,1,176
"3899",2879,12,1,41,0,1,176
"3900",2880,12,0,33,0,0,176
"3901",2881,10,2,27,0,2,176
"3902",2882,10,0,30,0,0,176
"3903",2883,8,2,30,0,2,176
"3904",2884,8,0,24,0,0,176
"3905",2885,8,0,18,0,0,176
"3906",2886,8,0,12,0,0,176
"3907",2887,8,0,18,0,0,176
"3908",2888,8,0,16,0,0,176
"3909",2889,8,0,9,0,0,176
"3910",2890,8,0,15,0,0,176
"3911",2891,8,0,8,0,0,176
"3912",2892,8,0,7,0,0,176
"3913",2893,8,0,11,0,0,176
"3914",2894,8,0,4,0,0,176
"3915",2895,8,0,6,0,0,176
"3916",2896,8,0,10,0,0,176
"3917",2897,8,0,6,0,0,176
"3918",2898,8,0,4,0,0,176
"3919",2899,8,0,5,0,0,176
"3920",2900,8,0,2,0,0,176
"3921",2901,8,0,1,0,0,176
"3922",2902,8,0,3,0,0,176
"3923",2903,8,0,0,0,0,176
"3924",2904,8,0,2,0,0,176
"3925",2905,8,0,0,0,0,176
"3926",2906,8,0,1,0,0,176
"3927",2907,8,0,2,0,0,176
"3928",2908,1997,3,0,676,1321,177
"3929",2909,1996,1,0,0,1,177
"3930",2910,1994,2,0,1,1,177
"3931",2911,1989,5,0,2,3,177
"3932",2912,1976,13,1,3,10,177
"3933",2913,1954,22,2,14,8,177
"3934",2914,1911,43,5,27,16,177
"3935",2915,1824,87,10,41,46,177
"3936",2916,1685,139,29,63,76,177
"3937",2917,1481,204,40,97,107,177
"3938",2918,1194,287,51,111,176,177
"3939",2919,859,335,76,120,215,177
"3940",2920,559,300,111,96,204,177
"3941",2921,330,229,151,47,182,177
"3942",2922,190,140,154,25,115,177
"3943",2923,114,76,171,17,59,177
"3944",2924,63,51,140,4,47,177
"3945",2925,35,28,124,5,23,177
"3946",2926,26,9,114,2,7,177
"3947",2927,22,4,110,1,3,177
"3948",2928,15,7,95,0,7,177
"3949",2929,11,4,85,0,4,177
"3950",2930,10,1,65,0,1,177
"3951",2931,8,2,56,0,2,177
"3952",2932,8,0,53,0,0,177
"3953",2933,8,0,43,0,0,177
"3954",2934,7,1,31,0,1,177
"3955",2935,7,0,36,0,0,177
"3956",2936,7,0,32,0,0,177
"3957",2937,6,1,25,0,1,177
"3958",2938,6,0,26,0,0,177
"3959",2939,6,0,19,0,0,177
"3960",2940,6,0,12,0,0,177
"3961",2941,5,1,21,0,1,177
"3962",2942,5,0,12,0,0,177
"3963",2943,4,1,19,0,1,177
"3964",2944,4,0,7,0,0,177
"3965",2945,4,0,7,0,0,177
"3966",2946,4,0,8,0,0,177
"3967",2947,4,0,9,0,0,177
"3968",2948,4,0,8,0,0,177
"3969",2949,4,0,0,0,0,177
"3970",2950,4,0,5,0,0,177
"3971",2951,4,0,2,0,0,177
"3972",2952,4,0,2,0,0,177
"3973",2953,4,0,5,0,0,177
"3974",2954,4,0,2,0,0,177
"3975",2955,4,0,4,0,0,177
"3976",2956,4,0,2,0,0,177
"3977",2957,4,0,5,0,0,177
"3978",2958,4,0,1,0,0,177
"3979",2959,1997,3,0,699,1298,178
"3980",2960,1996,1,1,1,0,178
"3981",2961,1993,3,0,1,2,178
"3982",2962,1986,7,1,4,3,178
"3983",2963,1975,11,4,7,4,178
"3984",2964,1957,18,3,8,10,178
"3985",2965,1915,42,11,20,22,178
"3986",2966,1838,77,7,35,42,178
"3987",2967,1713,125,18,65,60,178
"3988",2968,1512,201,39,99,102,178
"3989",2969,1224,288,56,128,160,178
"3990",2970,897,327,108,134,193,178
"3991",2971,607,290,107,89,201,178
"3992",2972,368,239,156,62,177,178
"3993",2973,228,140,158,21,119,178
"3994",2974,143,85,133,16,69,178
"3995",2975,91,52,145,1,51,178
"3996",2976,66,25,118,2,23,178
"3997",2977,45,21,134,2,19,178
"3998",2978,34,11,107,0,11,178
"3999",2979,29,5,77,0,5,178
"4000",2980,24,5,69,1,4,178
"4001",2981,24,0,60,0,0,178
"4002",2982,19,5,80,0,5,178
"4003",2983,17,2,56,0,2,178
"4004",2984,14,3,43,2,1,178
"4005",2985,13,1,45,0,1,178
"4006",2986,13,0,35,0,0,178
"4007",2987,12,1,28,0,1,178
"4008",2988,10,2,33,0,2,178
"4009",2989,10,0,22,0,0,178
"4010",2990,10,0,13,0,0,178
"4011",2991,10,0,18,0,0,178
"4012",2992,10,0,23,0,0,178
"4013",2993,10,0,11,0,0,178
"4014",2994,10,0,13,0,0,178
"4015",2995,10,0,5,0,0,178
"4016",2996,10,0,10,0,0,178
"4017",2997,10,0,3,0,0,178
"4018",2998,10,0,6,0,0,178
"4019",2999,10,0,4,0,0,178
"4020",3000,10,0,4,0,0,178
"4021",3001,10,0,4,0,0,178
"4022",3002,10,0,2,0,0,178
"4023",3003,10,0,5,0,0,178
"4024",3004,10,0,0,0,0,178
"4025",3005,10,0,4,0,0,178
"4026",3006,10,0,2,0,0,178
"4027",3007,10,0,0,0,0,178
"4028",3008,10,0,3,0,0,178
"4029",3009,10,0,0,0,0,178
"4030",3010,1997,3,0,695,1302,179
"4031",3011,1994,3,1,1,2,179
"4032",3012,1988,6,0,1,5,179
"4033",3013,1979,9,1,4,5,179
"4034",3014,1957,22,3,12,10,179
"4035",3015,1911,46,4,25,21,179
"4036",3016,1821,90,13,41,49,179
"4037",3017,1664,157,19,71,86,179
"4038",3018,1450,214,36,104,110,179
"4039",3019,1130,320,68,125,195,179
"4040",3020,797,333,90,128,205,179
"4041",3021,501,296,143,96,200,179
"4042",3022,322,179,138,41,138,179
"4043",3023,203,119,127,23,96,179
"4044",3024,135,68,156,13,55,179
"4045",3025,97,38,142,5,33,179
"4046",3026,60,37,133,3,34,179
"4047",3027,44,16,106,0,16,179
"4048",3028,29,15,88,0,15,179
"4049",3029,23,6,73,0,6,179
"4050",3030,17,6,85,0,6,179
"4051",3031,15,2,88,0,2,179
"4052",3032,13,2,71,1,1,179
"4053",3033,11,2,51,1,1,179
"4054",3034,11,0,51,0,0,179
"4055",3035,9,2,37,0,2,179
"4056",3036,8,1,29,0,1,179
"4057",3037,7,1,33,0,1,179
"4058",3038,7,0,29,0,0,179
"4059",3039,5,2,26,0,2,179
"4060",3040,5,0,23,0,0,179
"4061",3041,5,0,22,0,0,179
"4062",3042,5,0,17,0,0,179
"4063",3043,5,0,13,0,0,179
"4064",3044,5,0,9,0,0,179
"4065",3045,5,0,11,0,0,179
"4066",3046,5,0,5,0,0,179
"4067",3047,5,0,6,0,0,179
"4068",3048,5,0,8,0,0,179
"4069",3049,5,0,8,0,0,179
"4070",3050,5,0,4,0,0,179
"4071",3051,5,0,2,0,0,179
"4072",3052,5,0,5,0,0,179
"4073",3053,5,0,4,0,0,179
"4074",3054,5,0,1,0,0,179
"4075",3055,5,0,1,0,0,179
"4076",3056,5,0,2,0,0,179
"4077",3057,5,0,2,0,0,179
"4078",3058,5,0,1,0,0,179
"4079",3059,5,0,2,0,0,179
"4080",3060,5,0,0,0,0,179
"4081",3061,1997,3,0,685,1312,180
"4082",3062,1989,8,0,5,3,180
"4083",3063,1979,10,1,8,2,180
"4084",3064,1956,23,1,15,8,180
"4085",3065,1914,42,5,24,18,180
"4086",3066,1845,69,12,37,32,180
"4087",3067,1715,130,15,63,67,180
"4088",3068,1483,232,35,109,123,180
"4089",3069,1181,302,53,136,166,180
"4090",3070,843,338,91,115,223,180
"4091",3071,539,304,113,94,210,180
"4092",3072,328,211,143,35,176,180
"4093",3073,200,128,156,16,112,180
"4094",3074,130,70,146,10,60,180
"4095",3075,77,53,137,12,41,180
"4096",3076,45,32,114,3,29,180
"4097",3077,33,12,101,0,12,180
"4098",3078,22,11,97,1,10,180
"4099",3079,15,7,99,0,7,180
"4100",3080,12,3,94,1,2,180
"4101",3081,10,2,89,1,1,180
"4102",3082,8,2,58,0,2,180
"4103",3083,6,2,59,0,2,180
"4104",3084,6,0,60,0,0,180
"4105",3085,5,1,35,0,1,180
"4106",3086,5,0,35,0,0,180
"4107",3087,5,0,37,0,0,180
"4108",3088,4,1,27,0,1,180
"4109",3089,3,1,16,0,1,180
"4110",3090,3,0,16,0,0,180
"4111",3091,3,0,26,0,0,180
"4112",3092,3,0,9,0,0,180
"4113",3093,3,0,21,0,0,180
"4114",3094,3,0,10,0,0,180
"4115",3095,3,0,8,0,0,180
"4116",3096,3,0,8,0,0,180
"4117",3097,3,0,8,0,0,180
"4118",3098,3,0,11,0,0,180
"4119",3099,3,0,10,0,0,180
"4120",3100,3,0,4,0,0,180
"4121",3101,3,0,3,0,0,180
"4122",3102,3,0,5,0,0,180
"4123",3103,3,0,2,0,0,180
"4124",3104,3,0,5,0,0,180
"4125",3105,3,0,2,0,0,180
"4126",3106,3,0,4,0,0,180
"4127",3107,3,0,2,0,0,180
"4128",3108,3,0,0,0,0,180
"4129",3109,3,0,4,0,0,180
"4130",3110,3,0,1,0,0,180
"4131",3111,3,0,0,0,0,180
"4132",3112,1997,3,0,700,1297,181
"4133",3113,1990,7,0,1,6,181
"4134",3114,1982,8,1,2,6,181
"4135",3115,1974,8,1,2,6,181
"4136",3116,1956,18,2,9,9,181
"4137",3117,1913,43,7,21,22,181
"4138",3118,1829,84,8,43,41,181
"4139",3119,1708,121,14,69,52,181
"4140",3120,1499,209,34,95,114,181
"4141",3121,1185,314,52,136,178,181
"4142",3122,833,352,98,136,216,181
"4143",3123,519,314,118,106,208,181
"4144",3124,298,221,161,48,173,181
"4145",3125,176,122,160,18,104,181
"4146",3126,109,67,166,6,61,181
"4147",3127,70,39,131,2,37,181
"4148",3128,42,28,131,3,25,181
"4149",3129,30,12,108,0,12,181
"4150",3130,24,6,105,2,4,181
"4151",3131,21,3,101,1,2,181
"4152",3132,18,3,79,0,3,181
"4153",3133,15,3,73,0,3,181
"4154",3134,15,0,56,0,0,181
"4155",3135,14,1,55,0,1,181
"4156",3136,12,2,32,0,2,181
"4157",3137,11,1,31,0,1,181
"4158",3138,10,1,41,0,1,181
"4159",3139,10,0,29,0,0,181
"4160",3140,9,1,29,0,1,181
"4161",3141,9,0,27,0,0,181
"4162",3142,9,0,17,0,0,181
"4163",3143,9,0,11,0,0,181
"4164",3144,8,1,13,0,1,181
"4165",3145,8,0,19,0,0,181
"4166",3146,7,1,14,0,1,181
"4167",3147,7,0,7,0,0,181
"4168",3148,7,0,5,0,0,181
"4169",3149,7,0,9,0,0,181
"4170",3150,7,0,4,0,0,181
"4171",3151,7,0,5,0,0,181
"4172",3152,7,0,7,0,0,181
"4173",3153,7,0,4,0,0,181
"4174",3154,7,0,5,0,0,181
"4175",3155,7,0,1,0,0,181
"4176",3156,7,0,4,0,0,181
"4177",3157,7,0,2,0,0,181
"4178",3158,7,0,0,0,0,181
"4179",3159,7,0,2,0,0,181
"4180",3160,7,0,0,0,0,181
"4181",3161,7,0,1,0,0,181
"4182",3162,7,0,3,0,0,181
"4183",3163,1997,3,0,690,1307,182
"4184",3164,1994,3,0,3,0,182
"4185",3165,1983,11,0,8,3,182
"4186",3166,1967,16,4,11,5,182
"4187",3167,1931,36,4,25,11,182
"4188",3168,1871,60,5,33,27,182
"4189",3169,1766,105,12,48,57,182
"4190",3170,1586,180,32,83,97,182
"4191",3171,1311,275,52,122,153,182
"4192",3172,981,330,72,130,200,182
"4193",3173,643,338,112,113,225,182
"4194",3174,396,247,141,50,197,182
"4195",3175,230,166,185,36,130,182
"4196",3176,151,79,140,10,69,182
"4197",3177,101,50,146,8,42,182
"4198",3178,65,36,124,2,34,182
"4199",3179,42,23,109,1,22,182
"4200",3180,32,10,106,0,10,182
"4201",3181,28,4,103,1,3,182
"4202",3182,26,2,78,1,1,182
"4203",3183,21,5,60,3,2,182
"4204",3184,19,2,71,0,2,182
"4205",3185,18,1,58,0,1,182
"4206",3186,16,2,49,0,2,182
"4207",3187,15,1,40,1,0,182
"4208",3188,13,2,45,0,2,182
"4209",3189,12,1,33,0,1,182
"4210",3190,11,1,29,1,0,182
"4211",3191,10,1,25,0,1,182
"4212",3192,10,0,25,0,0,182
"4213",3193,10,0,17,0,0,182
"4214",3194,10,0,19,0,0,182
"4215",3195,9,1,11,0,1,182
"4216",3196,9,0,16,0,0,182
"4217",3197,9,0,6,0,0,182
"4218",3198,9,0,11,0,0,182
"4219",3199,8,1,8,0,1,182
"4220",3200,7,1,3,0,1,182
"4221",3201,7,0,5,0,0,182
"4222",3202,7,0,7,0,0,182
"4223",3203,7,0,8,0,0,182
"4224",3204,7,0,3,0,0,182
"4225",3205,7,0,1,0,0,182
"4226",3206,7,0,3,0,0,182
"4227",3207,7,0,4,0,0,182
"4228",3208,7,0,3,0,0,182
"4229",3209,7,0,1,0,0,182
"4230",3210,7,0,1,0,0,182
"4231",3211,7,0,2,0,0,182
"4232",3212,7,0,2,0,0,182
"4233",3213,7,0,0,0,0,182
"4234",3214,1997,3,0,701,1296,183
"4235",3215,1992,5,0,1,4,183
"4236",3216,1986,6,3,5,1,183
"4237",3217,1971,15,1,8,7,183
"4238",3218,1944,27,4,12,15,183
"4239",3219,1899,45,7,12,33,183
"4240",3220,1821,78,10,34,44,183
"4241",3221,1665,156,16,78,78,183
"4242",3222,1444,221,35,106,115,183
"4243",3223,1113,331,51,153,178,183
"4244",3224,780,333,99,136,197,183
"4245",3225,483,297,127,83,214,183
"4246",3226,277,206,147,37,169,183
"4247",3227,168,109,160,18,91,183
"4248",3228,110,58,151,10,48,183
"4249",3229,81,29,144,2,27,183
"4250",3230,51,30,134,2,28,183
"4251",3231,33,18,120,3,15,183
"4252",3232,24,9,110,0,9,183
"4253",3233,20,4,82,0,4,183
"4254",3234,17,3,72,0,3,183
"4255",3235,12,5,61,0,5,183
"4256",3236,9,3,56,1,2,183
"4257",3237,7,2,51,0,2,183
"4258",3238,7,0,43,0,0,183
"4259",3239,7,0,48,0,0,183
"4260",3240,7,0,39,0,0,183
"4261",3241,5,2,24,0,2,183
"4262",3242,5,0,22,0,0,183
"4263",3243,5,0,22,0,0,183
"4264",3244,5,0,19,0,0,183
"4265",3245,5,0,21,0,0,183
"4266",3246,5,0,13,0,0,183
"4267",3247,5,0,15,0,0,183
"4268",3248,5,0,10,0,0,183
"4269",3249,5,0,11,0,0,183
"4270",3250,5,0,12,0,0,183
"4271",3251,5,0,7,0,0,183
"4272",3252,5,0,5,0,0,183
"4273",3253,5,0,5,0,0,183
"4274",3254,5,0,1,0,0,183
"4275",3255,5,0,5,0,0,183
"4276",3256,5,0,6,0,0,183
"4277",3257,5,0,4,0,0,183
"4278",3258,5,0,2,0,0,183
"4279",3259,5,0,6,0,0,183
"4280",3260,5,0,2,0,0,183
"4281",3261,5,0,2,0,0,183
"4282",3262,5,0,0,0,0,183
"4283",3263,5,0,0,0,0,183
"4284",3264,5,0,2,0,0,183
"4285",3265,1997,3,0,672,1325,184
"4286",3266,1994,3,0,2,1,184
"4287",3267,1986,8,0,4,4,184
"4288",3268,1962,24,3,17,7,184
"4289",3269,1914,48,3,30,18,184
"4290",3270,1837,77,15,37,40,184
"4291",3271,1691,146,17,73,73,184
"4292",3272,1491,200,30,92,108,184
"4293",3273,1189,302,57,129,173,184
"4294",3274,865,324,99,122,202,184
"4295",3275,562,303,121,76,227,184
"4296",3276,331,231,147,46,185,184
"4297",3277,209,122,153,20,102,184
"4298",3278,137,72,140,5,67,184
"4299",3279,89,48,137,6,42,184
"4300",3280,56,33,125,6,27,184
"4301",3281,38,18,127,3,15,184
"4302",3282,23,15,110,0,15,184
"4303",3283,18,5,89,0,5,184
"4304",3284,13,5,78,0,5,184
"4305",3285,12,1,62,0,1,184
"4306",3286,9,3,69,0,3,184
"4307",3287,7,2,65,1,1,184
"4308",3288,5,2,35,1,1,184
"4309",3289,5,0,50,0,0,184
"4310",3290,5,0,33,0,0,184
"4311",3291,5,0,28,0,0,184
"4312",3292,5,0,25,0,0,184
"4313",3293,5,0,24,0,0,184
"4314",3294,5,0,24,0,0,184
"4315",3295,5,0,19,0,0,184
"4316",3296,5,0,16,0,0,184
"4317",3297,4,1,10,1,0,184
"4318",3298,4,0,10,0,0,184
"4319",3299,4,0,12,0,0,184
"4320",3300,4,0,9,0,0,184
"4321",3301,4,0,11,0,0,184
"4322",3302,4,0,5,0,0,184
"4323",3303,4,0,5,0,0,184
"4324",3304,4,0,3,0,0,184
"4325",3305,4,0,3,0,0,184
"4326",3306,4,0,3,0,0,184
"4327",3307,4,0,2,0,0,184
"4328",3308,4,0,4,0,0,184
"4329",3309,4,0,4,0,0,184
"4330",3310,4,0,2,0,0,184
"4331",3311,3,1,1,0,1,184
"4332",3312,3,0,1,0,0,184
"4333",3313,3,0,3,0,0,184
"4334",3314,3,0,2,0,0,184
"4335",3315,3,0,0,0,0,184
"4336",3316,1997,3,0,685,1312,185
"4337",3317,1996,1,0,0,1,185
"4338",3318,1995,1,1,1,0,185
"4339",3319,1986,9,0,6,3,185
"4340",3320,1971,15,1,9,6,185
"4341",3321,1947,24,4,13,11,185
"4342",3322,1900,47,5,27,20,185
"4343",3323,1803,97,14,55,42,185
"4344",3324,1658,145,22,57,88,185
"4345",3325,1436,222,47,98,124,185
"4346",3326,1137,299,62,126,173,185
"4347",3327,786,351,103,125,226,185
"4348",3328,488,298,125,90,208,185
"4349",3329,298,190,162,39,151,185
"4350",3330,166,132,155,22,110,185
"4351",3331,110,56,140,6,50,185
"4352",3332,69,41,131,4,37,185
"4353",3333,45,24,120,2,22,185
"4354",3334,32,13,106,2,11,185
"4355",3335,23,9,92,2,7,185
"4356",3336,15,8,87,0,8,185
"4357",3337,14,1,83,0,1,185
"4358",3338,9,5,81,0,5,185
"4359",3339,7,2,77,0,2,185
"4360",3340,5,2,55,0,2,185
"4361",3341,4,1,34,0,1,185
"4362",3342,4,0,33,0,0,185
"4363",3343,4,0,33,0,0,185
"4364",3344,2,2,32,0,2,185
"4365",3345,2,0,27,0,0,185
"4366",3346,2,0,18,0,0,185
"4367",3347,2,0,14,0,0,185
"4368",3348,2,0,21,0,0,185
"4369",3349,2,0,16,0,0,185
"4370",3350,2,0,10,0,0,185
"4371",3351,2,0,12,0,0,185
"4372",3352,2,0,11,0,0,185
"4373",3353,2,0,9,0,0,185
"4374",3354,2,0,4,0,0,185
"4375",3355,2,0,6,0,0,185
"4376",3356,2,0,7,0,0,185
"4377",3357,2,0,4,0,0,185
"4378",3358,2,0,6,0,0,185
"4379",3359,2,0,2,0,0,185
"4380",3360,2,0,1,0,0,185
"4381",3361,2,0,4,0,0,185
"4382",3362,2,0,4,0,0,185
"4383",3363,2,0,3,0,0,185
"4384",3364,2,0,3,0,0,185
"4385",3365,2,0,0,0,0,185
"4386",3366,2,0,1,0,0,185
"4387",3367,1997,3,0,691,1306,186
"4388",3368,1994,3,0,2,1,186
"4389",3369,1984,10,2,8,2,186
"4390",3370,1966,18,2,10,8,186
"4391",3371,1940,26,6,13,13,186
"4392",3372,1904,36,3,16,20,186
"4393",3373,1812,92,16,49,43,186
"4394",3374,1688,124,18,53,71,186
"4395",3375,1462,226,32,113,113,186
"4396",3376,1139,323,63,136,187,186
"4397",3377,804,335,101,134,201,186
"4398",3378,527,277,133,79,198,186
"4399",3379,328,199,166,34,165,186
"4400",3380,196,132,156,22,110,186
"4401",3381,116,80,142,10,70,186
"4402",3382,79,37,141,3,34,186
"4403",3383,47,32,137,4,28,186
"4404",3384,31,16,133,2,14,186
"4405",3385,23,8,110,1,7,186
"4406",3386,14,9,68,0,9,186
"4407",3387,13,1,84,0,1,186
"4408",3388,11,2,56,1,1,186
"4409",3389,10,1,55,0,1,186
"4410",3390,9,1,57,0,1,186
"4411",3391,7,2,39,0,2,186
"4412",3392,7,0,44,0,0,186
"4413",3393,7,0,26,0,0,186
"4414",3394,7,0,30,0,0,186
"4415",3395,7,0,24,0,0,186
"4416",3396,6,1,24,0,1,186
"4417",3397,6,0,16,0,0,186
"4418",3398,6,0,19,0,0,186
"4419",3399,6,0,14,0,0,186
"4420",3400,6,0,11,0,0,186
"4421",3401,6,0,8,0,0,186
"4422",3402,6,0,8,0,0,186
"4423",3403,6,0,2,0,0,186
"4424",3404,6,0,8,0,0,186
"4425",3405,6,0,4,0,0,186
"4426",3406,5,1,1,0,1,186
"4427",3407,5,0,5,0,0,186
"4428",3408,5,0,4,0,0,186
"4429",3409,5,0,5,0,0,186
"4430",3410,5,0,0,0,0,186
"4431",3411,5,0,4,0,0,186
"4432",3412,5,0,5,0,0,186
"4433",3413,5,0,3,0,0,186
"4434",3414,5,0,2,0,0,186
"4435",3415,5,0,0,0,0,186
"4436",3416,5,0,0,0,0,186
"4437",3417,5,0,1,0,0,186
"4438",3418,1997,3,0,675,1322,187
"4439",3419,1996,1,0,0,1,187
"4440",3420,1992,4,0,1,3,187
"4441",3421,1986,6,1,0,6,187
"4442",3422,1970,16,0,7,9,187
"4443",3423,1940,30,2,19,11,187
"4444",3424,1871,69,9,40,29,187
"4445",3425,1745,126,18,66,60,187
"4446",3426,1530,215,24,102,113,187
"4447",3427,1239,291,44,136,155,187
"4448",3428,920,319,89,115,204,187
"4449",3429,626,294,109,89,205,187
"4450",3430,414,212,148,45,167,187
"4451",3431,253,161,141,27,134,187
"4452",3432,171,82,161,7,75,187
"4453",3433,104,67,156,7,60,187
"4454",3434,71,33,130,5,28,187
"4455",3435,46,25,123,6,19,187
"4456",3436,30,16,113,1,15,187
"4457",3437,19,11,81,0,11,187
"4458",3438,13,6,92,1,5,187
"4459",3439,10,3,65,0,3,187
"4460",3440,7,3,74,0,3,187
"4461",3441,6,1,65,0,1,187
"4462",3442,4,2,43,0,2,187
"4463",3443,4,0,43,0,0,187
"4464",3444,4,0,45,0,0,187
"4465",3445,4,0,28,0,0,187
"4466",3446,4,0,26,0,0,187
"4467",3447,4,0,17,0,0,187
"4468",3448,4,0,17,0,0,187
"4469",3449,4,0,22,0,0,187
"4470",3450,4,0,16,0,0,187
"4471",3451,4,0,10,0,0,187
"4472",3452,4,0,10,0,0,187
"4473",3453,4,0,12,0,0,187
"4474",3454,4,0,3,0,0,187
"4475",3455,4,0,6,0,0,187
"4476",3456,3,1,7,0,1,187
"4477",3457,3,0,6,0,0,187
"4478",3458,3,0,6,0,0,187
"4479",3459,3,0,6,0,0,187
"4480",3460,3,0,0,0,0,187
"4481",3461,3,0,7,0,0,187
"4482",3462,3,0,4,0,0,187
"4483",3463,3,0,3,0,0,187
"4484",3464,3,0,5,0,0,187
"4485",3465,3,0,3,0,0,187
"4486",3466,3,0,1,0,0,187
"4487",3467,3,0,1,0,0,187
"4488",3468,3,0,1,0,0,187
"4489",3469,1997,3,0,697,1300,188
"4490",3470,1995,2,0,1,1,188
"4491",3471,1986,9,1,5,4,188
"4492",3472,1965,21,1,11,10,188
"4493",3473,1937,28,7,15,13,188
"4494",3474,1891,46,9,17,29,188
"4495",3475,1823,68,9,32,36,188
"4496",3476,1687,136,25,57,79,188
"4497",3477,1436,251,24,123,128,188
"4498",3478,1102,334,51,152,182,188
"4499",3479,750,352,103,134,218,188
"4500",3480,452,298,147,80,218,188
"4501",3481,286,166,152,34,132,188
"4502",3482,164,122,162,22,100,188
"4503",3483,112,52,151,8,44,188
"4504",3484,77,35,150,5,30,188
"4505",3485,50,27,129,0,27,188
"4506",3486,39,11,122,0,11,188
"4507",3487,31,8,89,1,7,188
"4508",3488,21,10,99,0,10,188
"4509",3489,14,7,69,0,7,188
"4510",3490,14,0,61,0,0,188
"4511",3491,13,1,64,0,1,188
"4512",3492,12,1,44,0,1,188
"4513",3493,10,2,38,0,2,188
"4514",3494,10,0,35,0,0,188
"4515",3495,7,3,33,0,3,188
"4516",3496,6,1,29,0,1,188
"4517",3497,6,0,28,0,0,188
"4518",3498,5,1,19,0,1,188
"4519",3499,5,0,21,0,0,188
"4520",3500,5,0,21,0,0,188
"4521",3501,5,0,12,0,0,188
"4522",3502,5,0,11,0,0,188
"4523",3503,5,0,15,0,0,188
"4524",3504,5,0,4,0,0,188
"4525",3505,5,0,7,0,0,188
"4526",3506,4,1,8,0,1,188
"4527",3507,4,0,6,0,0,188
"4528",3508,4,0,6,0,0,188
"4529",3509,4,0,4,0,0,188
"4530",3510,4,0,6,0,0,188
"4531",3511,4,0,5,0,0,188
"4532",3512,4,0,3,0,0,188
"4533",3513,4,0,2,0,0,188
"4534",3514,4,0,1,0,0,188
"4535",3515,4,0,0,0,0,188
"4536",3516,4,0,1,0,0,188
"4537",3517,4,0,1,0,0,188
"4538",3518,4,0,1,0,0,188
"4539",3519,4,0,0,0,0,188
"4540",3520,1997,3,0,712,1285,189
"4541",3521,1995,2,1,2,0,189
"4542",3522,1992,3,1,3,0,189
"4543",3523,1983,9,0,6,3,189
"4544",3524,1964,19,2,10,9,189
"4545",3525,1924,40,5,24,16,189
"4546",3526,1855,69,11,35,34,189
"4547",3527,1746,109,10,59,50,189
"4548",3528,1549,197,29,96,101,189
"4549",3529,1276,273,54,125,148,189
"4550",3530,951,325,80,132,193,189
"4551",3531,629,322,111,98,224,189
"4552",3532,376,253,138,60,193,189
"4553",3533,223,153,172,27,126,189
"4554",3534,133,90,182,13,77,189
"4555",3535,82,51,150,9,42,189
"4556",3536,51,31,131,4,27,189
"4557",3537,32,19,116,6,13,189
"4558",3538,26,6,104,0,6,189
"4559",3539,23,3,77,1,2,189
"4560",3540,19,4,79,1,3,189
"4561",3541,13,6,71,0,6,189
"4562",3542,11,2,49,1,1,189
"4563",3543,7,4,54,0,4,189
"4564",3544,6,1,50,0,1,189
"4565",3545,6,0,43,0,0,189
"4566",3546,5,1,30,0,1,189
"4567",3547,4,1,24,0,1,189
"4568",3548,4,0,29,0,0,189
"4569",3549,4,0,27,0,0,189
"4570",3550,4,0,23,0,0,189
"4571",3551,4,0,20,0,0,189
