"","ID","nruns","convergence","input.parm","hessian","mins"
"1",100,10,0,-2.32344069380612,7947405.97058174,11.4104277133942
"2",101,10,0,-2.27943975847673,426028.726905756,10.8670041163762
"3",102,10,0,-2.20007935196521,10011027.1059814,12.1810685515404
"4",103,10,0,-2.30526639443094,-48231.4224775031,9.66916408141454
"5",104,10,0,-2.09258729381578,11358647.9307498,9.09714235067367
"6",105,10,0,-2.0969164704907,4548814.66059395,11.9988996664683
"7",106,10,0,-2.21373896740901,1525913.26529439,10.4365022500356
"8",107,10,0,-2.24752624849726,727537.806038505,10.6752612829208
"9",108,10,0,-2.44874770528764,6012964.17577362,9.34578573306402
"10",109,10,0,-2.41383391964584,2487420.82910945,15.9245527982712
"11",110,10,0,-2.21343835548265,4689049.0594974,11.834848467509
"12",111,10,0,-2.22783921560907,5263488.8872845,11.1787278016408
"13",112,10,0,-2.03974686843838,7490307.20174284,9.70687775214513
"14",113,10,0,-2.21653845756097,2501558.02848831,8.10980093479156
"15",114,10,0,-2.15050816688688,3821343.66465333,8.52872244914373
"16",115,10,0,-2.15729709253569,6037111.3192241,10.6736971020699
"17",116,10,0,-2.09987853874197,6899670.7176424,9.55304121573766
"18",117,10,0,-2.12959056132043,5608896.83729206,15.9549017190933
"19",118,10,0,-2.15910050563379,7069438.22531227,11.2025490840276
"20",119,10,0,-2.22783921560907,8673469.29719759,7.66358975172043
"21",120,10,0,-2.11628383982589,4140761.29725289,9.22107048432032
"22",121,10,0,-2.20924721263478,12281470.1552007,10.3360252658526
"23",122,10,0,-2.20933263984649,4450614.72279438,10.3653708497683
"24",123,10,0,-2.21285770189651,4046274.08796994,6.55834891796112
"25",124,10,0,-2.16403364337728,3372514.78879758,9.21901230017344
"26",125,10,0,-2.14980487014953,3002601.3477779,12.9949768861135
"27",126,10,0,-2.19361402952516,4135166.92577902,13.2142662167549
"28",127,10,0,-2.16067334268881,4027449.6617678,8.22267929712931
"29",128,10,0,-2.1991980864527,5164960.8909927,10.3871169686317
"30",129,10,0,-2.2529946821919,8116730.07489191,11.6313957174619
"31",130,10,0,-2.21539920054125,7142193.18322039,13.633967268467
"32",131,10,0,-2.23020954179757,3885962.58618873,9.1985225836436
"33",132,10,0,-2.30335331028618,245691.662975432,10.3644509196281
"34",133,10,0,-2.28668461850659,4353062.80265989,7.39285108645757
"35",134,10,0,-2.24978695423302,7874343.1067024,8.26631628274918
"36",135,10,0,-2.18201340895888,11840312.2220078,10.3468022147814
"37",136,10,0,-2.25603971200918,1226492.20015219,8.31771253347397
"38",137,10,0,-2.15911990376724,5598755.35301052,11.2663345177968
"39",138,10,0,-2.21373896740901,2617143.2260703,11.7394747654597
"40",139,10,0,-2.21917760791692,4588223.8823621,9.68837733666102
"41",140,10,0,-2.25427718098418,6892299.62190753,11.1356702168783
"42",141,10,0,-2.26413508531869,9453448.87678595,13.891385169824
"43",142,10,0,-2.18597910376515,3553914.27753776,9.50668256680171
"44",143,10,0,-2.16521707963873,4482231.56503387,9.80665214856466
"45",144,10,0,-2.38681160610116,9065087.12140034,10.3680379668872
