"","ID","nruns","convergence","input.parm","hessian","mins"
"1",100,1,0,-2.38370284436593,11924912.3081095,4.2387099424998
"2",101,1,0,-2.4200514431163,7445881.47769568,3.55522762139638
"3",102,1,0,-2.27102122572174,11507861.1914282,4.75326347748438
"4",103,1,0,-2.44109536870861,4991820.91067416,3.08567493756612
"5",104,1,0,-2.36236335608471,-344426.373484993,3.12272559007009
"6",105,1,0,-2.32955275391687,5845882.79966784,4.20664322376251
"7",106,1,0,-2.2723431239905,5469605.69535526,3.7198376139005
"8",107,1,0,-2.36236335608471,2121211.09545986,3.60984581311544
"9",108,1,0,-2.51761873449885,3674745.22308151,3.70074115594228
"10",109,1,0,-2.40283368581349,4829253.82352392,3.69205045302709
"11",110,1,0,-2.37844186296786,-4805.04925571881,4.10064018567403
"12",111,1,0,-2.19963871920895,2124513.687984,3.20070239305496
"13",112,1,0,-2.02363512382196,6429112.95195366,2.56752734978994
"14",113,1,0,-2.28945090682284,5429469.58629001,3.35032306909561
"15",114,1,0,-2.13001874372117,8354129.01826534,4.22512899239858
"16",115,1,0,-2.33137556514842,416361.258657382,4.75218278169632
"17",116,1,0,-2.32408432022223,3898306.84800113,5.99723734458288
"18",117,1,0,-2.16403364337728,8058525.88902353,3.54328574736913
"19",118,1,0,-2.19963871920895,2215264.44722676,3.07341059843699
"20",119,1,0,-2.19963871920895,1327138.85234027,2.94647778669993
"21",120,1,0,-2.36236335608471,8476508.89378767,3.45742677847544
"22",121,1,0,-2.35871773362162,2667918.80650094,4.71699517567952
"23",122,1,0,-2.27102122572174,14698966.1016969,5.65573976437251
"24",123,1,0,-2.21373896740901,975601.388357489,4.84280256430308
"25",124,1,0,-2.14933232786521,14510439.2665755,4.26049753030141
"26",125,1,0,-2.14975236545127,8522871.54462012,6.41705652077993
"27",126,1,0,-2.06149772367054,10637967.8770804,4.52698438564936
"28",127,1,0,-2.17915499647542,5421739.23953198,4.01872646013896
"29",128,1,0,-2.19963871920895,5581881.81519959,2.82058026393255
"30",129,1,0,-2.36236335608471,16511702.8327259,2.96246369282405
"31",130,1,0,-2.35871773362162,2657966.91091769,4.7025076786677
"32",131,1,0,-2.28580528435975,4918206.3966748,3.63278982639313
"33",132,1,0,-2.42961686384008,9097748.72327702,3.3350093404452
"34",133,1,0,-2.15059244062339,10523988.2160828,4.63758314450582
"35",134,1,0,-2.3808332181488,5248030.20372394,4.27655270894368
"36",135,1,0,-2.27366502225926,3538994.01568348,3.97099149227142
"37",136,1,0,-2.19963871920895,6343951.69238782,2.9346026301384
"38",137,1,0,-2.27167849731526,5221603.68417859,4.60177661975225
"39",138,1,0,-2.2110951708715,7601235.77814368,4.31091858148575
"40",139,1,0,-2.36074583462886,3001001.5380542,3.19448183774948
"41",140,1,0,-2.25427718098418,9442430.73124946,4.0839550892512
"42",141,1,0,-2.37796359193167,3070637.95113897,3.98382698297501
"43",142,1,0,-2.22431415355905,6842328.41994601,3.07579029401143
"44",143,1,0,-2.1138608936739,2120137.05721115,2.80504786173503
"45",144,1,0,-2.41526873275441,6203840.15389281,3.95762626727422
