"","Parm","Average_Likelihood","ID"
"result.25",0.57803937057266,2.24659860980379e-113,101
"result.26",0.856582946556155,2.5841866626363e-113,101
"result.27",0.595781366685405,2.24645186893467e-113,101
"result.28",0.256551903830841,1.21838507998706e-112,101
"result.29",0.0379795107268728,4.03956810783631e-163,101
"result.30",0.645690330581274,2.24639316911837e-113,101
"result.31",0.988014439549297,2.24635438384745e-113,101
"result.32",0.702144856953528,2.24638511039646e-113,101
"result.33",0.749746556151658,3.99522398924776e-112,101
"result.34",0.531736853788607,2.24696409804375e-113,101
"result.35",0.560158068959136,2.24659973144194e-113,101
"result.36",0.688894984135404,2.24636976854474e-113,101
"result.37",0.518342558043078,2.24787078184589e-113,101
"result.38",0.936405850241426,2.24635438508311e-113,101
"result.39",0.978739081695676,2.24635437764884e-113,101
"result.40",0.125946785435081,6.53947157635016e-107,101
"result.41",0.882996523578186,2.24635439970481e-113,101
"result.42",0.138401162822265,1.29025571817095e-109,101
"result.43",0.465988300901372,1.68391454715753e-112,101
"result.44",0.737103120784741,1.61227178574891e-112,101
"result.45",0.193338136738166,1.26185139036014e-112,101
"result.46",0.395821514653508,4.07690439202371e-113,101
"result.47",0.104275874758605,9.6391388410535e-91,101
"result.48",0.508682942597661,4.83141631376503e-113,101
"result.49",0.524588582848664,2.24787080035217e-113,101
"result.50",0.614259764170274,2.24645186883749e-113,101
"result.51",0.152630932098255,3.41701691485861e-109,101
"result.52",0.287901896403637,6.53689263696627e-113,101
"result.53",0.1610185475857,6.06708495370897e-110,101
"result.54",0.950834712069482,2.24635438428019e-113,101
"result.55",0.263505076065194,1.21838507998734e-112,101
"result.56",0.206996283843182,1.30905183692335e-111,101
"result.57",0.176973366835155,1.21841754128119e-112,101
"result.58",0.800664992381353,1.98971712758611e-110,101
"result.59",0.544293738417327,2.2465986099011e-113,101
"result.60",0.632500338940881,2.24639316911837e-113,101
"result.61",0.995016987046693,2.24635437752792e-113,101
"result.62",0.835298123431858,5.7786450305171e-113,101
"result.63",0.94101321154274,2.24635438508311e-113,101
"result.64",0.403671148004942,4.07690439202371e-113,101
"result.65",0.724199152307119,2.39206200784213e-113,101
"result.66",0.345147137064487,6.5953423564799e-113,101
"result.67",0.588778823616449,2.24659862829959e-113,101
"result.68",0.0795301753189415,5.55214920903566e-63,101
"result.69",0.184906738111749,1.21841589856933e-112,101
"result.70",0.296474082286004,7.2290108886135e-113,101
"result.71",0.908151823584922,2.24643056589228e-113,101
"result.72",0.362597415319178,4.076904392604e-113,101
"result.73",0.774298624100629,1.62840813638872e-110,101
"result.74",0.237578301539179,1.71858933549591e-112,101
"result.75",0.718672979988623,3.12723894396036e-113,101
"result.76",0.841376248612069,7.66146725276489e-112,101
"result.77",0.602939475378953,2.24645186893467e-113,101
"result.78",0.674122717566788,2.24636976696149e-113,101
"result.79",0.691676738308743,2.24641982982634e-113,101
"result.80",0.96717080967268,2.24635437764884e-113,101
"result.81",0.496467082186136,1.70260556890684e-110,101
"result.82",0.762968589332886,9.7632343055092e-112,101
"result.83",0.21162392168073,3.83394587760661e-110,101
"result.84",0.112815090971999,7.92715733739569e-101,101
"result.85",0.338152897560503,5.06793723801601e-112,101
"result.86",0.795102556387428,1.46337208615215e-110,101
"result.87",0.01551425044192,1.44080475784764e-130,101
"result.88",0.142585806907155,5.80368586882874e-111,101
"result.89",0.378493624834809,4.07690447917636e-113,101
"result.90",0.443624674477614,3.02980859769896e-113,101
"result.91",0.813660665999632,4.38728049968517e-111,101
"result.92",0.878189614843577,2.25862636274015e-113,101
"result.93",0.326744668120518,8.72439518363446e-111,101
"result.94",0.310484397842083,3.58077273359651e-110,101
"result.95",0.352436097725295,6.5953423564799e-113,101
"result.96",0.0221918676095083,3.38460134584907e-188,101
"result.97",0.75405547517119,6.58151043386981e-111,101
"result.98",0.559987638832536,2.24659973144194e-113,101
"result.99",0.421568955699913,4.07690439231131e-113,101
"result.100",0.622415836430155,2.24645186883749e-113,101
"result.1",0.0948297634720802,9.41904957361029e-47,102
"result.2",0.0884105533408001,2.70646559787234e-60,102
"result.3",0.0545514586404897,1.60119954336095e-124,102
"result.4",0.478605173069518,2.26239019811852e-109,102
"result.5",0.866761023872532,2.24657902199358e-109,102
"result.6",0.00727583089610562,1.01089580045957e-103,102
"result.7",0.459783256675582,2.3496640741711e-109,102
"result.8",0.221952676849905,3.9030567669351e-109,102
"result.9",0.891466545392759,2.24657901419845e-109,102
"result.10",0.384981208599638,2.75746378939949e-109,102
"result.11",0.827687243046239,2.24657903686405e-109,102
"result.12",0.662900771219283,1.05946169522102e-108,102
"result.13",0.487051427331753,2.26239019811852e-109,102
"result.14",0.910833428469487,2.24657901338504e-109,102
"result.15",0.78094377207337,2.24657910901791e-109,102
"result.16",0.655861737306695,8.25219130335762e-109,102
"result.17",0.924012787016109,2.24657901338504e-109,102
"result.18",0.0465096989902668,1.25986626322921e-152,102
"result.19",0.0662331716739573,2.64727185077182e-103,102
"result.20",0.279248331862036,2.33267659797601e-108,102
"result.21",0.436578295216896,4.00904102776835e-109,102
"result.22",0.248840770982206,3.9030223305333e-109,102
"result.23",0.418399909259751,7.12314851600235e-107,102
"result.24",0.309421631898731,2.90672013198654e-109,102
"result.25",0.57803937057266,2.24659936762057e-109,102
"result.26",0.856582946556155,2.24657903686405e-109,102
"result.27",0.595781366685405,2.2465868129801e-109,102
"result.28",0.256551903830841,3.90305148059096e-109,102
"result.29",0.0379795107268728,3.79029622492349e-168,102
"result.30",0.645690330581274,2.26478196939018e-109,102
"result.31",0.988014439549297,2.24657901289307e-109,102
"result.32",0.702144856953528,1.03151163417849e-106,102
"result.33",0.749746556151658,2.30958793362844e-109,102
"result.34",0.531736853788607,2.24663203737315e-109,102
"result.35",0.560158068959136,2.24659936762057e-109,102
"result.36",0.688894984135404,6.24059623960989e-107,102
"result.37",0.518342558043078,2.24671688161973e-109,102
"result.38",0.936405850241426,2.24657901296017e-109,102
"result.39",0.978739081695676,2.24657901289939e-109,102
"result.40",0.125946785435081,2.90912749034789e-99,102
"result.41",0.882996523578186,2.24657901419845e-109,102
"result.42",0.138401162822265,1.5543246106528e-102,102
"result.43",0.465988300901372,2.28703012720903e-109,102
"result.44",0.737103120784741,2.60367018072943e-109,102
"result.45",0.193338136738166,3.9063637554485e-109,102
"result.46",0.395821514653508,2.80425084109896e-107,102
"result.47",0.104275874758605,3.2954255038236e-54,102
"result.48",0.508682942597661,2.24671688161973e-109,102
"result.49",0.524588582848664,2.24671688161973e-109,102
"result.50",0.614259764170274,2.2465868129801e-109,102
"result.51",0.152630932098255,4.07286759983283e-108,102
"result.52",0.287901896403637,2.9924122716375e-109,102
"result.53",0.1610185475857,9.12217533223429e-107,102
"result.54",0.950834712069482,2.24657901291605e-109,102
"result.55",0.263505076065194,8.52128787705191e-109,102
"result.56",0.206996283843182,3.90330818554131e-109,102
"result.57",0.176973366835155,6.92029417342784e-105,102
"result.58",0.800664992381353,2.24657903686405e-109,102
"result.59",0.544293738417327,2.24659936762057e-109,102
"result.60",0.632500338940881,2.24658520053431e-109,102
"result.61",0.995016987046693,2.24657901289307e-109,102
"result.62",0.835298123431858,2.24657903686405e-109,102
"result.63",0.94101321154274,2.24657901296017e-109,102
"result.64",0.403671148004942,5.05330925326516e-108,102
"result.65",0.724199152307119,4.81437848228641e-108,102
"result.66",0.345147137064487,2.90672013192152e-109,102
"result.67",0.588778823616449,2.24659936762057e-109,102
"result.68",0.0795301753189415,5.86148934758968e-87,102
"result.69",0.184906738111749,4.04610249807582e-109,102
"result.70",0.296474082286004,2.90672054225069e-109,102
"result.71",0.908151823584922,2.24657901338504e-109,102
"result.72",0.362597415319178,2.50811371894515e-109,102
"result.73",0.774298624100629,2.2465790759572e-109,102
"result.74",0.237578301539179,3.90305698687798e-109,102
"result.75",0.718672979988623,1.26695554505936e-108,102
"result.76",0.841376248612069,2.24657903686405e-109,102
"result.77",0.602939475378953,2.2465868129801e-109,102
"result.78",0.674122717566788,1.05946169522102e-108,102
"result.79",0.691676738308743,9.45361171681758e-107,102
"result.80",0.96717080967268,2.24657901289939e-109,102
"result.81",0.496467082186136,2.2527377764043e-109,102
"result.82",0.762968589332886,2.25509198532874e-109,102
"result.83",0.21162392168073,3.90313479711338e-109,102
"result.84",0.112815090971999,6.30882630790277e-76,102
"result.85",0.338152897560503,2.90672013192227e-109,102
"result.86",0.795102556387428,2.24657910901791e-109,102
"result.87",0.01551425044192,7.16734860174568e-123,102
"result.88",0.142585806907155,1.25500387253869e-106,102
"result.89",0.378493624834809,2.50811289689283e-109,102
"result.90",0.443624674477614,2.37188527681723e-109,102
"result.91",0.813660665999632,2.24657903686405e-109,102
"result.92",0.878189614843577,2.24657901419845e-109,102
"result.93",0.326744668120518,2.90672013192351e-109,102
"result.94",0.310484397842083,2.90672013198654e-109,102
"result.95",0.352436097725295,2.90672013192152e-109,102
"result.96",0.0221918676095083,4.26393790366188e-192,102
"result.97",0.75405547517119,2.24659238683785e-109,102
"result.98",0.559987638832536,2.24659936762057e-109,102
"result.99",0.421568955699913,4.63878918351194e-107,102
"result.100",0.622415836430155,2.24658681306209e-109,102
"result.1",0.0948297634720802,5.60993982391292e-104,103
"result.2",0.0884105533408001,2.91302628047345e-96,103
"result.3",0.0545514586404897,1.4409135671067e-109,103
"result.4",0.478605173069518,8.5010867511914e-119,103
"result.5",0.866761023872532,2.24631129600676e-121,103
"result.6",0.00727583089610562,3.25531091624921e-118,103
"result.7",0.459783256675582,8.87637215308956e-120,103
"result.8",0.221952676849905,2.12095996573203e-118,103
"result.9",0.891466545392759,2.24631117260766e-121,103
"result.10",0.384981208599638,4.07608913343616e-121,103
"result.11",0.827687243046239,4.99435460456946e-120,103
"result.12",0.662900771219283,2.24592056039022e-121,103
"result.13",0.487051427331753,1.72989985610327e-118,103
"result.14",0.910833428469487,2.24590518265439e-121,103
"result.15",0.78094377207337,1.94107278635652e-118,103
"result.16",0.655861737306695,2.24594395786737e-121,103
"result.17",0.924012787016109,2.24590518265439e-121,103
"result.18",0.0465096989902668,1.37202441292104e-148,103
"result.19",0.0662331716739573,9.11358686526188e-90,103
"result.20",0.279248331862036,2.40470220523913e-121,103
"result.21",0.436578295216896,3.01905382338771e-121,103
"result.22",0.248840770982206,1.32035002298702e-120,103
"result.23",0.418399909259751,4.07608913349362e-121,103
"result.24",0.309421631898731,1.78509356419276e-118,103
"result.25",0.57803937057266,2.24614935747081e-121,103
"result.26",0.856582946556155,2.26577403706475e-121,103
"result.27",0.595781366685405,2.24600264586171e-121,103
"result.28",0.256551903830841,1.21814150266247e-120,103
"result.29",0.0379795107268728,1.78163660598992e-159,103
"result.30",0.645690330581274,2.24594395786737e-121,103
"result.31",0.988014439549297,2.24590517405731e-121,103
"result.32",0.702144856953528,2.24615620595461e-121,103
"result.33",0.749746556151658,1.1880585801406e-119,103
"result.34",0.531736853788607,2.24651477262409e-121,103
"result.35",0.560158068959136,2.24614958948748e-121,103
"result.36",0.688894984135404,2.24592058497751e-121,103
"result.37",0.518342558043078,2.24742127511666e-121,103
"result.38",0.936405850241426,2.24590517529272e-121,103
"result.39",0.978739081695676,2.24590517415497e-121,103
"result.40",0.125946785435081,8.25608493855084e-118,103
"result.41",0.882996523578186,2.24590519620653e-121,103
"result.42",0.138401162822265,3.09684544007854e-118,103
"result.43",0.465988300901372,2.61827046539774e-120,103
"result.44",0.737103120784741,5.12625118361284e-120,103
"result.45",0.193338136738166,1.21814354308106e-120,103
"result.46",0.395821514653508,4.07608913343616e-121,103
"result.47",0.104275874758605,8.95794909341728e-96,103
"result.48",0.508682942597661,3.40533078215165e-121,103
"result.49",0.524588582848664,2.24742127830674e-121,103
"result.50",0.614259764170274,2.24600264584831e-121,103
"result.51",0.152630932098255,1.8433184936658e-117,103
"result.52",0.287901896403637,6.5355854545188e-121,103
"result.53",0.1610185475857,3.60655931597265e-117,103
"result.54",0.950834712069482,2.24590517448996e-121,103
"result.55",0.263505076065194,1.21815011558482e-120,103
"result.56",0.206996283843182,1.22744955854555e-120,103
"result.57",0.176973366835155,1.23187104060862e-120,103
"result.58",0.800664992381353,1.23686132529723e-118,103
"result.59",0.544293738417327,2.24614935748422e-121,103
"result.60",0.632500338940881,2.24594395786737e-121,103
"result.61",0.995016987046693,2.24590517403407e-121,103
"result.62",0.835298123431858,2.57049965661259e-121,103
"result.63",0.94101321154274,2.24590517529272e-121,103
"result.64",0.403671148004942,4.07608913343616e-121,103
"result.65",0.724199152307119,3.06049850133063e-121,103
"result.66",0.345147137064487,6.59402348584253e-121,103
"result.67",0.588778823616449,2.24614936065908e-121,103
"result.68",0.0795301753189415,1.43634874942663e-63,103
"result.69",0.184906738111749,1.21814474008607e-120,103
"result.70",0.296474082286004,7.22756530327723e-121,103
"result.71",0.908151823584922,2.24590630269777e-121,103
"result.72",0.362597415319178,4.07608913401633e-121,103
"result.73",0.774298624100629,8.62982928318941e-119,103
"result.74",0.237578301539179,1.70253403763449e-118,103
"result.75",0.718672979988623,6.44219882712082e-121,103
"result.76",0.841376248612069,1.56404602180477e-120,103
"result.77",0.602939475378953,2.24600264586171e-121,103
"result.78",0.674122717566788,2.24592056039022e-121,103
"result.79",0.691676738308743,2.24639919080471e-121,103
"result.80",0.96717080967268,2.24590517415497e-121,103
"result.81",0.496467082186136,1.70226509886448e-118,103
"result.82",0.762968589332886,2.57843256118215e-119,103
"result.83",0.21162392168073,1.50075432531361e-119,103
"result.84",0.112815090971999,1.55995309417036e-108,103
"result.85",0.338152897560503,5.06692380258629e-120,103
"result.86",0.795102556387428,1.94107278635652e-118,103
"result.87",0.01551425044192,3.01534352999818e-128,103
"result.88",0.142585806907155,5.06158384838667e-119,103
"result.89",0.378493624834809,4.07608922057137e-121,103
"result.90",0.443624674477614,3.04138586247203e-121,103
"result.91",0.813660665999632,1.32201594405108e-119,103
"result.92",0.878189614843577,2.24631117260766e-121,103
"result.93",0.326744668120518,8.72265056629474e-119,103
"result.94",0.310484397842083,3.58005668645877e-118,103
"result.95",0.352436097725295,6.59402348584253e-121,103
"result.96",0.0221918676095083,4.88685444056649e-189,103
"result.97",0.75405547517119,1.16913703355598e-118,103
"result.98",0.559987638832536,2.24614958948748e-121,103
"result.99",0.421568955699913,4.07608913433793e-121,103
"result.100",0.622415836430155,2.24600264584831e-121,103
"result.1",0.0948297634720802,7.89335748606488e-88,104
"result.2",0.0884105533408001,9.70137670767276e-74,104
"result.3",0.0545514586404897,1.75548602212239e-118,104
"result.4",0.478605173069518,9.35396762989708e-125,104
"result.5",0.866761023872532,2.24568075150818e-125,104
"result.6",0.00727583089610562,1.01040863201421e-111,104
"result.7",0.459783256675582,3.67697324618002e-123,104
"result.8",0.221952676849905,1.21802412235154e-124,104
"result.9",0.891466545392759,2.24568062814372e-125,104
"result.10",0.384981208599638,4.07568156527987e-125,104
"result.11",0.827687243046239,2.2456811067434e-125,104
"result.12",0.662900771219283,2.2457081079138e-125,104
"result.13",0.487051427331753,2.39251300624376e-125,104
"result.14",0.910833428469487,2.2456806145697e-125,104
"result.15",0.78094377207337,1.50457034590685e-124,104
"result.16",0.655861737306695,2.2457260840057e-125,104
"result.17",0.924012787016109,2.2456806145697e-125,104
"result.18",0.0465096989902668,9.50388053277223e-150,104
"result.19",0.0662331716739573,4.56692082112347e-105,104
"result.20",0.279248331862036,2.75269393652718e-123,104
"result.21",0.436578295216896,3.6515025449066e-123,104
"result.22",0.248840770982206,1.21802123300057e-124,104
"result.23",0.418399909259751,4.37403179179137e-125,104
"result.24",0.309421631898731,6.53504954341519e-125,104
"result.25",0.57803937057266,2.24592476499432e-125,104
"result.26",0.856582946556155,2.24568097735744e-125,104
"result.27",0.595781366685405,2.24577806804151e-125,104
"result.28",0.256551903830841,1.21802123300057e-124,104
"result.29",0.0379795107268728,5.01942424184878e-169,104
"result.30",0.645690330581274,2.24571938647527e-125,104
"result.31",0.988014439549297,2.24568060597348e-125,104
"result.32",0.702144856953528,4.60972606565807e-124,104
"result.33",0.749746556151658,1.02124947997809e-122,104
"result.34",0.531736853788607,2.24629014360974e-125,104
"result.35",0.560158068959136,2.24592476499432e-125,104
"result.36",0.688894984135404,2.4411745645994e-125,104
"result.37",0.518342558043078,2.24719655546112e-125,104
"result.38",0.936405850241426,2.24568060720877e-125,104
"result.39",0.978739081695676,2.24568060609437e-125,104
"result.40",0.125946785435081,6.49727666636088e-116,104
"result.41",0.882996523578186,2.24568062814372e-125,104
"result.42",0.138401162822265,6.05660551132571e-116,104
"result.43",0.465988300901372,6.14444442662385e-123,104
"result.44",0.737103120784741,1.33378041842073e-122,104
"result.45",0.193338136738166,2.59144267441959e-122,104
"result.46",0.395821514653508,4.07568407976934e-125,104
"result.47",0.104275874758605,1.80954575451511e-83,104
"result.48",0.508682942597661,2.24719655546112e-125,104
"result.49",0.524588582848664,2.24719655546112e-125,104
"result.50",0.614259764170274,2.24577806804151e-125,104
"result.51",0.152630932098255,1.25959530748031e-123,104
"result.52",0.287901896403637,2.41923989663588e-122,104
"result.53",0.1610185475857,1.1990239708998e-123,104
"result.54",0.950834712069482,2.24568060640609e-125,104
"result.55",0.263505076065194,1.21802124701771e-124,104
"result.56",0.206996283843182,1.41110908142869e-123,104
"result.57",0.176973366835155,1.22489974865738e-124,104
"result.58",0.800664992381353,2.2585465514398e-125,104
"result.59",0.544293738417327,2.24592476499432e-125,104
"result.60",0.632500338940881,2.24571938592879e-125,104
"result.61",0.995016987046693,2.24568060597348e-125,104
"result.62",0.835298123431858,2.24568097735769e-125,104
"result.63",0.94101321154274,2.24568060720877e-125,104
"result.64",0.403671148004942,4.07568157621798e-125,104
"result.65",0.724199152307119,1.09846236711932e-122,104
"result.66",0.345147137064487,6.53488194170284e-125,104
"result.67",0.588778823616449,2.24592476499432e-125,104
"result.68",0.0795301753189415,1.92516568696455e-81,104
"result.69",0.184906738111749,3.20402518511878e-124,104
"result.70",0.296474082286004,1.45757619320644e-123,104
"result.71",0.908151823584922,2.2456806145697e-125,104
"result.72",0.362597415319178,4.07568156528057e-125,104
"result.73",0.774298624100629,2.24798199810335e-125,104
"result.74",0.237578301539179,1.21802333776153e-124,104
"result.75",0.718672979988623,1.45057806290283e-122,104
"result.76",0.841376248612069,2.24568098111105e-125,104
"result.77",0.602939475378953,2.24577806804151e-125,104
"result.78",0.674122717566788,2.2457081079138e-125,104
"result.79",0.691676738308743,6.3841874641482e-124,104
"result.80",0.96717080967268,2.24568060609437e-125,104
"result.81",0.496467082186136,2.33392218967214e-125,104
"result.82",0.762968589332886,6.65378955296862e-123,104
"result.83",0.21162392168073,1.22154453481074e-124,104
"result.84",0.112815090971999,2.84326462255106e-100,104
"result.85",0.338152897560503,6.53488194170321e-125,104
"result.86",0.795102556387428,1.50457034590685e-124,104
"result.87",0.01551425044192,1.5924738726008e-127,104
"result.88",0.142585806907155,4.60097826510187e-122,104
"result.89",0.378493624834809,4.07568156527964e-125,104
"result.90",0.443624674477614,1.18853580577047e-122,104
"result.91",0.813660665999632,2.24568358818645e-125,104
"result.92",0.878189614843577,2.24568062814372e-125,104
"result.93",0.326744668120518,6.53488194170358e-125,104
"result.94",0.310484397842083,6.5348821356113e-125,104
"result.95",0.352436097725295,6.53488194170284e-125,104
"result.96",0.0221918676095083,2.20888813181481e-191,104
"result.97",0.75405547517119,9.53728507346372e-124,104
"result.98",0.559987638832536,2.24592476499432e-125,104
"result.99",0.421568955699913,5.47855393078907e-125,104
"result.100",0.622415836430155,2.24577806804151e-125,104
"result.1",0.0948297634720802,3.86627794499868e-68,105
"result.2",0.0884105533408001,1.06658940865843e-52,105
"result.3",0.0545514586404897,2.97022375044026e-122,105
"result.4",0.478605173069518,3.69562748102846e-97,105
"result.5",0.866761023872532,2.24725460826558e-97,105
"result.6",0.00727583089610562,4.05111069076525e-96,105
"result.7",0.459783256675582,1.8164780725594e-95,105
"result.8",0.221952676849905,4.20162640594034e-96,105
"result.9",0.891466545392759,2.24725330629734e-97,105
"result.10",0.384981208599638,1.07932373279673e-96,105
"result.11",0.827687243046239,2.24738883242713e-97,105
"result.12",0.662900771219283,2.24739171778588e-97,105
"result.13",0.487051427331753,3.0094036514857e-97,105
"result.14",0.910833428469487,2.24725315524346e-97,105
"result.15",0.78094377207337,1.74979404570591e-95,105
"result.16",0.655861737306695,2.24758943645956e-97,105
"result.17",0.924012787016109,2.24725315524346e-97,105
"result.18",0.0465096989902668,8.8807622632022e-154,105
"result.19",0.0662331716739573,3.69219588312973e-105,105
"result.20",0.279248331862036,2.53855214506053e-94,105
"result.21",0.436578295216896,1.71041297132763e-94,105
"result.22",0.248840770982206,4.2014563125548e-96,105
"result.23",0.418399909259751,1.86662889653957e-96,105
"result.24",0.309421631898731,2.08468068306002e-96,105
"result.25",0.57803937057266,2.2492076944716e-97,105
"result.26",0.856582946556155,2.24725689511729e-97,105
"result.27",0.595781366685405,2.24806580722879e-97,105
"result.28",0.256551903830841,4.2014563125554e-96,105
"result.29",0.0379795107268728,1.81267455651959e-170,105
"result.30",0.645690330581274,2.24758938293838e-97,105
"result.31",0.988014439549297,2.24725305501112e-97,105
"result.32",0.702144856953528,6.10127743905661e-97,105
"result.33",0.749746556151658,1.66229133003777e-94,105
