"","Parm","Average_Likelihood","ID"
"result.54",0.950834712069482,2.24657907416022e-109,111
"result.55",0.263505076065194,1.48876322282668e-106,111
"result.56",0.206996283843182,1.215512488053e-107,111
"result.57",0.176973366835155,1.0169309571884e-103,111
"result.58",0.800664992381353,2.24660882950131e-109,111
"result.59",0.544293738417327,2.25830333811305e-109,111
"result.60",0.632500338940881,2.2487644956521e-109,111
"result.61",0.995016987046693,2.2465790230698e-109,111
"result.62",0.835298123431858,2.24660877257167e-109,111
"result.63",0.94101321154274,2.24657916258916e-109,111
"result.64",0.403671148004942,3.26675999438463e-108,111
"result.65",0.724199152307119,8.61674499157219e-107,111
"result.66",0.345147137064487,6.26769972843068e-108,111
"result.67",0.588778823616449,2.25830333811305e-109,111
"result.68",0.0795301753189415,5.44847332237784e-89,111
"result.69",0.184906738111749,6.34338067848741e-107,111
"result.70",0.296474082286004,6.26769973235704e-108,111
"result.71",0.908151823584922,2.24657989856706e-109,111
"result.72",0.362597415319178,3.21485524829747e-108,111
"result.73",0.774298624100629,2.24664996851746e-109,111
"result.74",0.237578301539179,1.21518206133572e-107,111
"result.75",0.718672979988623,4.73005207044362e-107,111
"result.76",0.841376248612069,2.24660877257167e-109,111
"result.77",0.602939475378953,2.25165719700697e-109,111
"result.78",0.674122717566788,2.28605854492452e-109,111
"result.79",0.691676738308743,9.25945284982404e-107,111
"result.80",0.96717080967268,2.24657903789755e-109,111
"result.81",0.496467082186136,3.74315854705468e-109,111
"result.82",0.762968589332886,1.13492490734437e-108,111
"result.83",0.21162392168073,1.21528180555348e-107,111
"result.84",0.112815090971999,7.8298384638844e-77,111
"result.85",0.338152897560503,6.26769972844244e-108,111
"result.86",0.795102556387428,2.25029033760052e-109,111
"result.87",0.01551425044192,1.35131441158404e-128,111
"result.88",0.142585806907155,5.21868968468924e-102,111
"result.89",0.378493624834809,3.21485524826257e-108,111
"result.90",0.443624674477614,5.56473699201507e-107,111
"result.91",0.813660665999632,2.24660877257186e-109,111
"result.92",0.878189614843577,2.24658115683475e-109,111
"result.93",0.326744668120518,6.26769972846007e-108,111
"result.94",0.310484397842083,6.26769972935896e-108,111
"result.95",0.352436097725295,6.26769972843068e-108,111
"result.96",0.0221918676095083,4.00090939992659e-194,111
"result.97",0.75405547517119,2.38111188535457e-109,111
"result.98",0.559987638832536,2.25830333811305e-109,111
"result.99",0.421568955699913,8.95967502308905e-106,111
"result.100",0.622415836430155,2.25165719700697e-109,111
"result.1",0.0948297634720802,4.64607496762607e-82,112
"result.2",0.0884105533408001,1.58740919140897e-91,112
"result.3",0.0545514586404897,2.42228924529207e-128,112
"result.4",0.478605173069518,7.79773074011208e-104,112
"result.5",0.866761023872532,2.24874348892771e-105,112
"result.6",0.00727583089610562,5.24295694186524e-99,112
"result.7",0.459783256675582,2.35246938932321e-103,112
"result.8",0.221952676849905,8.31155789350578e-102,112
"result.9",0.891466545392759,2.2472049758387e-105,112
"result.10",0.384981208599638,1.03843583642588e-101,112
"result.11",0.827687243046239,2.25102585819797e-105,112
"result.12",0.662900771219283,5.42786374643943e-103,112
"result.13",0.487051427331753,7.79773074011208e-104,112
"result.14",0.910833428469487,2.24698451476044e-105,112
"result.15",0.78094377207337,2.25102585819797e-105,112
"result.16",0.655861737306695,6.32731223362175e-103,112
"result.17",0.924012787016109,2.24698451476044e-105,112
"result.18",0.0465096989902668,3.28419588043855e-159,112
"result.19",0.0662331716739573,4.46272860300356e-114,112
"result.20",0.279248331862036,2.34420472716857e-103,112
"result.21",0.436578295216896,2.35246938932882e-103,112
"result.22",0.248840770982206,5.38819369931348e-100,112
"result.23",0.418399909259751,3.93004997367204e-103,112
"result.24",0.309421631898731,6.34630931759825e-103,112
"result.25",0.57803937057266,3.0200754250772e-105,112
"result.26",0.856582946556155,2.25102585819797e-105,112
"result.27",0.595781366685405,2.62468253825399e-105,112
"result.28",0.256551903830841,3.19426417318847e-100,112
"result.29",0.0379795107268728,5.6696255140504e-174,112
"result.30",0.645690330581274,8.36553697499637e-103,112
"result.31",0.988014439549297,2.24680677374393e-105,112
"result.32",0.702144856953528,2.29039543842446e-105,112
"result.33",0.749746556151658,2.26636419990846e-105,112
"result.34",0.531736853788607,3.80440517044836e-105,112
"result.35",0.560158068959136,3.01867643079283e-105,112
"result.36",0.688894984135404,7.08492732275354e-105,112
"result.37",0.518342558043078,5.34861053116287e-105,112
"result.38",0.936405850241426,2.2468397827311e-105,112
"result.39",0.978739081695676,2.24681073562589e-105,112
"result.40",0.125946785435081,1.45433053799088e-83,112
"result.41",0.882996523578186,2.2472049758387e-105,112
"result.42",0.138401162822265,7.95754653762234e-93,112
"result.43",0.465988300901372,1.36914290831244e-103,112
"result.44",0.737103120784741,2.26636419990846e-105,112
"result.45",0.193338136738166,2.50715356559209e-101,112
"result.46",0.395821514653508,3.93605452155434e-103,112
"result.47",0.104275874758605,1.95585948495906e-67,112
"result.48",0.508682942597661,5.34861053116287e-105,112
"result.49",0.524588582848664,5.34861053116287e-105,112
"result.50",0.614259764170274,2.6258989343755e-105,112
"result.51",0.152630932098255,1.20060642708454e-94,112
"result.52",0.287901896403637,6.35905178864128e-103,112
"result.53",0.1610185475857,8.34481969890331e-100,112
"result.54",0.950834712069482,2.24681968219592e-105,112
"result.55",0.263505076065194,2.59337603904627e-102,112
"result.56",0.206996283843182,7.00153810672259e-102,112
"result.57",0.176973366835155,2.23607120710917e-97,112
"result.58",0.800664992381353,2.25102585819797e-105,112
"result.59",0.544293738417327,3.0186764307918e-105,112
"result.60",0.632500338940881,7.34107125677456e-104,112
"result.61",0.995016987046693,2.24680677374393e-105,112
"result.62",0.835298123431858,2.25102585819797e-105,112
"result.63",0.94101321154274,2.2468397827311e-105,112
"result.64",0.403671148004942,4.34998907357346e-103,112
"result.65",0.724199152307119,2.28839428524455e-105,112
"result.66",0.345147137064487,7.12590435012866e-103,112
"result.67",0.588778823616449,3.01886399482021e-105,112
"result.68",0.0795301753189415,1.33052637663722e-106,112
"result.69",0.184906738111749,1.20283637086663e-100,112
"result.70",0.296474082286004,6.3472722615889e-103,112
"result.71",0.908151823584922,2.24698451476044e-105,112
"result.72",0.362597415319178,1.12768879306591e-100,112
"result.73",0.774298624100629,2.25592690689346e-105,112
"result.74",0.237578301539179,7.79838822792166e-100,112
"result.75",0.718672979988623,2.28839428314239e-105,112
"result.76",0.841376248612069,2.25102585819797e-105,112
"result.77",0.602939475378953,2.62468253552363e-105,112
"result.78",0.674122717566788,5.42786374643943e-103,112
"result.79",0.691676738308743,2.33536112578412e-105,112
"result.80",0.96717080967268,2.24681073562589e-105,112
"result.81",0.496467082186136,4.38131115200322e-104,112
"result.82",0.762968589332886,2.26636419990846e-105,112
"result.83",0.21162392168073,4.66013864668576e-102,112
"result.84",0.112815090971999,7.36927546609545e-56,112
"result.85",0.338152897560503,6.34530845464045e-103,112
"result.86",0.795102556387428,2.25102585819797e-105,112
"result.87",0.01551425044192,1.17149417455477e-124,112
"result.88",0.142585806907155,4.10789778444152e-92,112
"result.89",0.378493624834809,1.06792905985786e-100,112
"result.90",0.443624674477614,2.35246938932882e-103,112
"result.91",0.813660665999632,2.25102585819797e-105,112
"result.92",0.878189614843577,2.2472049758387e-105,112
"result.93",0.326744668120518,6.34534337952801e-103,112
"result.94",0.310484397842083,6.34630931759825e-103,112
"result.95",0.352436097725295,2.77420830594196e-102,112
"result.96",0.0221918676095083,2.8654840351094e-194,112
"result.97",0.75405547517119,2.26636419990846e-105,112
"result.98",0.559987638832536,3.01867643079283e-105,112
"result.99",0.421568955699913,3.93004997330478e-103,112
"result.100",0.622415836430155,3.13860518994084e-105,112
"result.1",0.0948297634720802,8.63671080397824e-66,113
"result.2",0.0884105533408001,3.68765707751202e-56,113
"result.3",0.0545514586404897,1.87348258648592e-121,113
"result.4",0.478605173069518,3.69488846638631e-105,113
"result.5",0.866761023872532,2.24680522475252e-105,113
"result.6",0.00727583089610562,2.02068784027681e-103,113
"result.7",0.459783256675582,1.81611483143198e-103,113
"result.8",0.221952676849905,4.20047603275371e-104,113
"result.9",0.891466545392759,2.24680392304464e-105,113
"result.10",0.384981208599638,1.07910790042539e-104,113
"result.11",0.827687243046239,2.24680751119495e-105,113
"result.12",0.662900771219283,2.24763341474631e-105,113
"result.13",0.487051427331753,3.0088018610255e-105,113
"result.14",0.910833428469487,2.24680377202103e-105,113
"result.15",0.78094377207337,2.70576881560031e-105,113
"result.16",0.655861737306695,2.24754562847049e-105,113
"result.17",0.924012787016109,2.24680377202103e-105,113
"result.18",0.0465096989902668,1.00471270115934e-149,113
"result.19",0.0662331716739573,1.79905444292356e-98,113
"result.20",0.279248331862036,2.54298820133476e-102,113
"result.21",0.436578295216896,1.71007094003892e-102,113
"result.22",0.248840770982206,4.20047483216979e-104,113
"result.23",0.418399909259751,1.86625562675168e-104,113
"result.24",0.309421631898731,2.08426379212064e-104,113
"result.25",0.57803937057266,2.24875792039996e-105,113
"result.26",0.856582946556155,2.24680751113359e-105,113
"result.27",0.595781366685405,2.24761626150034e-105,113
"result.28",0.256551903830841,4.2004748323577e-104,113
"result.29",0.0379795107268728,5.8516000647433e-169,113
"result.30",0.645690330581274,2.24714000775589e-105,113
"result.31",0.988014439549297,2.24680367180873e-105,113
"result.32",0.702144856953528,2.43686390574521e-103,113
"result.33",0.749746556151658,3.04914808917178e-103,113
"result.34",0.531736853788607,2.25147913028262e-105,113
"result.35",0.560158068959136,2.24875792039996e-105,113
"result.36",0.688894984135404,5.53157186364289e-105,113
"result.37",0.518342558043078,2.25792619385388e-105,113
"result.38",0.936405850241426,2.24680368697597e-105,113
"result.39",0.978739081695676,2.24680367335576e-105,113
"result.40",0.125946785435081,1.67481557054128e-93,113
"result.41",0.882996523578186,2.24680392304464e-105,113
"result.42",0.138401162822265,1.50555405605695e-96,113
"result.43",0.465988300901372,3.14451421916053e-103,113
"result.44",0.737103120784741,5.54275528866248e-103,113
"result.45",0.193338136738166,4.22248300722649e-104,113
"result.46",0.395821514653508,1.0791292342089e-104,113
"result.47",0.104275874758605,1.01203173753556e-69,113
"result.48",0.508682942597661,2.25792619385388e-105,113
"result.49",0.524588582848664,2.25792619385388e-105,113
"result.50",0.614259764170274,2.24761626150034e-105,113
"result.51",0.152630932098255,3.47634531030193e-103,113
"result.52",0.287901896403637,5.78585348249973e-103,113
"result.53",0.1610185475857,1.75750688790953e-101,113
"result.54",0.950834712069482,2.24680367724075e-105,113
"result.55",0.263505076065194,4.20258441690237e-104,113
"result.56",0.206996283843182,4.20048649757061e-104,113
"result.57",0.176973366835155,2.38241106896583e-100,113
"result.58",0.800664992381353,2.24687668519343e-105,113
"result.59",0.544293738417327,2.24875792039996e-105,113
"result.60",0.632500338940881,2.24713993247934e-105,113
"result.61",0.995016987046693,2.24680367180873e-105,113
"result.62",0.835298123431858,2.24680751113359e-105,113
"result.63",0.94101321154274,2.24680368697597e-105,113
"result.64",0.403671148004942,1.07910803889911e-104,113
"result.65",0.724199152307119,1.43452022030532e-102,113
"result.66",0.345147137064487,2.08426379210163e-104,113
"result.67",0.588778823616449,2.24875792039996e-105,113
"result.68",0.0795301753189415,2.47888034661991e-80,113
"result.69",0.184906738111749,1.08660102448618e-101,113
"result.70",0.296474082286004,2.12055527603345e-104,113
"result.71",0.908151823584922,2.24680377202103e-105,113
"result.72",0.362597415319178,1.0791079004234e-104,113
"result.73",0.774298624100629,2.24682142120201e-105,113
"result.74",0.237578301539179,4.20047603275419e-104,113
"result.75",0.718672979988623,1.27044530377087e-102,113
"result.76",0.841376248612069,2.24680751113448e-105,113
"result.77",0.602939475378953,2.24761626150034e-105,113
"result.78",0.674122717566788,2.24763341474631e-105,113
"result.79",0.691676738308743,3.10016113785809e-103,113
"result.80",0.96717080967268,2.24680367335576e-105,113
"result.81",0.496467082186136,2.58038236757202e-105,113
"result.82",0.762968589332886,1.40037661013337e-103,113
"result.83",0.21162392168073,4.2004788709141e-104,113
"result.84",0.112815090971999,8.56347992903686e-82,113
"result.85",0.338152897560503,2.08426379210163e-104,113
"result.86",0.795102556387428,2.70576881560031e-105,113
"result.87",0.01551425044192,8.34975976087593e-131,113
"result.88",0.142585806907155,1.81980715708347e-102,113
"result.89",0.378493624834809,1.07910790042337e-104,113
"result.90",0.443624674477614,3.07450742458689e-102,113
"result.91",0.813660665999632,2.24680751336607e-105,113
"result.92",0.878189614843577,2.24680392304464e-105,113
"result.93",0.326744668120518,2.08426379210169e-104,113
"result.94",0.310484397842083,2.08426379210234e-104,113
"result.95",0.352436097725295,2.08426379210163e-104,113
"result.96",0.0221918676095083,3.99074630813658e-191,113
"result.97",0.75405547517119,9.19691786200218e-105,113
"result.98",0.559987638832536,2.24875792039996e-105,113
"result.99",0.421568955699913,4.06405726914844e-104,113
"result.100",0.622415836430155,2.24761626150034e-105,113
"result.1",0.0948297634720802,1.50902857439587e-42,114
"result.2",0.0884105533408001,2.10502344734244e-60,114
"result.3",0.0545514586404897,4.48874416331405e-125,114
"result.4",0.478605173069518,1.32565970057495e-92,114
"result.5",0.866761023872532,2.24755736602269e-93,114
"result.6",0.00727583089610562,3.06208932521939e-91,114
"result.7",0.459783256675582,4.57538857316687e-92,114
"result.8",0.221952676849905,2.88595140821051e-91,114
"result.9",0.891466545392759,2.2474923639599e-93,114
"result.10",0.384981208599638,9.18779059966035e-92,114
"result.11",0.827687243046239,2.24766236314413e-93,114
"result.12",0.662900771219283,2.85102049863883e-93,114
"result.13",0.487051427331753,1.32565970057495e-92,114
"result.14",0.910833428469487,2.2474839815231e-93,114
"result.15",0.78094377207337,2.24769823394664e-93,114
"result.16",0.655861737306695,2.66067440755775e-93,114
"result.17",0.924012787016109,2.2474839815231e-93,114
"result.18",0.0465096989902668,2.81201212606582e-153,114
"result.19",0.0662331716739573,4.22374612022754e-106,114
"result.20",0.279248331862036,5.86778338167304e-92,114
"result.21",0.436578295216896,9.26294097902929e-92,114
"result.22",0.248840770982206,3.17925916640266e-91,114
"result.23",0.418399909259751,2.64759236357186e-89,114
"result.24",0.309421631898731,1.59429422351301e-91,114
"result.25",0.57803937057266,2.30377705445341e-93,114
"result.26",0.856582946556155,2.24766236314413e-93,114
"result.27",0.595781366685405,2.27287885777849e-93,114
"result.28",0.256551903830841,6.39195355291237e-91,114
"result.29",0.0379795107268728,7.53714104716373e-170,114
"result.30",0.645690330581274,2.25930121305444e-93,114
"result.31",0.988014439549297,2.24747786077514e-93,114
"result.32",0.702144856953528,1.2209730131032e-90,114
"result.33",0.749746556151658,4.72684257870829e-93,114
"result.34",0.531736853788607,2.37118078634385e-93,114
"result.35",0.560158068959136,2.30377705445341e-93,114
"result.36",0.688894984135404,1.95503637762004e-91,114
"result.37",0.518342558043078,2.51672359502226e-93,114
"result.38",0.936405850241426,2.2474788875206e-93,114
"result.39",0.978739081695676,2.24747797444091e-93,114
"result.40",0.125946785435081,2.16067673382414e-81,114
"result.41",0.882996523578186,2.2474923639599e-93,114
"result.42",0.138401162822265,2.96319938928465e-84,114
"result.43",0.465988300901372,2.43479923264288e-92,114
"result.44",0.737103120784741,1.16622571184379e-92,114
"result.45",0.193338136738166,2.88839662080546e-91,114
"result.46",0.395821514653508,8.26604478505816e-90,114
"result.47",0.104275874758605,1.02188843428332e-45,114
"result.48",0.508682942597661,2.51672359502226e-93,114
"result.49",0.524588582848664,2.51672359502226e-93,114
"result.50",0.614259764170274,2.27287885777849e-93,114
"result.51",0.152630932098255,3.15511735731488e-88,114
"result.52",0.287901896403637,1.59429422576269e-91,114
"result.53",0.1610185475857,4.58495774651638e-89,114
"result.54",0.950834712069482,2.24747824514354e-93,114
"result.55",0.263505076065194,6.8512319440098e-89,114
"result.56",0.206996283843182,2.88613730796439e-91,114
"result.57",0.176973366835155,1.04991681013717e-87,114
"result.58",0.800664992381353,2.2476623632273e-93,114
"result.59",0.544293738417327,2.30377705445341e-93,114
"result.60",0.632500338940881,2.25884686374079e-93,114
"result.61",0.995016987046693,2.24747786077514e-93,114
"result.62",0.835298123431858,2.24766236314413e-93,114
"result.63",0.94101321154274,2.2474788875206e-93,114
"result.64",0.403671148004942,1.39081072819267e-90,114
"result.65",0.724199152307119,3.07598740856498e-91,114
"result.66",0.345147137064487,1.59429422347735e-91,114
"result.67",0.588778823616449,2.30377705445341e-93,114
"result.68",0.0795301753189415,2.3528204294016e-90,114
"result.69",0.184906738111749,2.99172056532342e-91,114
"result.70",0.296474082286004,1.59429422356222e-91,114
"result.71",0.908151823584922,2.2474839815231e-93,114
"result.72",0.362597415319178,8.60065260998437e-92,114
"result.73",0.774298624100629,2.2479036580585e-93,114
"result.74",0.237578301539179,3.06531089181549e-91,114
"result.75",0.718672979988623,1.14341723424257e-91,114
"result.76",0.841376248612069,2.24766236314413e-93,114
"result.77",0.602939475378953,2.27287885777849e-93,114
"result.78",0.674122717566788,2.85102049863883e-93,114
"result.79",0.691676738308743,1.25853041210365e-90,114
"result.80",0.96717080967268,2.24747797444091e-93,114
"result.81",0.496467082186136,7.63731950004613e-93,114
"result.82",0.762968589332886,2.76255364321825e-93,114
"result.83",0.21162392168073,2.88600910317327e-91,114
"result.84",0.112815090971999,1.36959489552873e-64,114
"result.85",0.338152897560503,1.59429422347775e-91,114
"result.86",0.795102556387428,2.24769823394664e-93,114
"result.87",0.01551425044192,5.70547305154432e-120,114
"result.88",0.142585806907155,1.61775396973203e-86,114
"result.89",0.378493624834809,8.60065100224123e-92,114
"result.90",0.443624674477614,4.64613205504765e-92,114
"result.91",0.813660665999632,2.24766236314413e-93,114
"result.92",0.878189614843577,2.2474923639599e-93,114
"result.93",0.326744668120518,1.59429422347839e-91,114
"result.94",0.310484397842083,1.59429422351301e-91,114
"result.95",0.352436097725295,1.59429422347735e-91,114
"result.96",0.0221918676095083,2.12335923543661e-194,114
"result.97",0.75405547517119,2.25118055244024e-93,114
"result.98",0.559987638832536,2.30377705445341e-93,114
"result.99",0.421568955699913,1.79933115323786e-89,114
"result.100",0.622415836430155,2.27287885777881e-93,114
"result.1",0.0948297634720802,4.52729881346811e-61,115
"result.2",0.0884105533408001,4.38107758734597e-57,115
"result.3",0.0545514586404897,2.74777994600094e-119,115
"result.4",0.478605173069518,2.27028348066337e-101,115
"result.5",0.866761023872532,2.24702836026382e-101,115
"result.6",0.00727583089610562,4.05070339806567e-100,115
"result.7",0.459783256675582,6.98671021384992e-101,115
"result.8",0.221952676849905,3.90377659852384e-101,115
"result.9",0.891466545392759,2.24702835246707e-101,115
"result.10",0.384981208599638,2.50861395757232e-101,115
"result.11",0.827687243046239,2.24703064479578e-101,115
"result.12",0.662900771219283,2.24703146613091e-101,115
"result.13",0.487051427331753,2.26284335192171e-101,115
"result.14",0.910833428469487,2.2470283516535e-101,115
"result.15",0.78094377207337,4.20537932795791e-100,115
"result.16",0.655861737306695,2.24703240173488e-101,115
"result.17",0.924012787016109,2.2470283516535e-101,115
"result.18",0.0465096989902668,2.14108140907773e-148,115
"result.19",0.0662331716739573,1.61410799399268e-96,115
"result.20",0.279248331862036,1.79809890909325e-99,115
"result.21",0.436578295216896,1.09807995600732e-98,115
"result.22",0.248840770982206,3.90377548272695e-101,115
"result.23",0.418399909259751,2.60092611414893e-100,115
"result.24",0.309421631898731,2.90731273998221e-101,115
"result.25",0.57803937057266,2.24704870996008e-101,115
"result.26",0.856582946556155,2.24702837513726e-101,115
"result.27",0.595781366685405,2.24703615280855e-101,115
"result.28",0.256551903830841,3.90377548272695e-101,115
"result.29",0.0379795107268728,5.20342992659886e-167,115
"result.30",0.645690330581274,2.24703133608988e-101,115
"result.31",0.988014439549297,2.24702835116149e-101,115
"result.32",0.702144856953528,2.04537116049765e-100,115
"result.33",0.749746556151658,1.36254106635745e-98,115
"result.34",0.531736853788607,2.24708138624693e-101,115
"result.35",0.560158068959136,2.24704870996008e-101,115
"result.36",0.688894984135404,2.29897202324704e-101,115
"result.37",0.518342558043078,2.24716624746321e-101,115
"result.38",0.936405850241426,2.24702835122861e-101,115
"result.39",0.978739081695676,2.24702835116774e-101,115
"result.40",0.125946785435081,3.47418224084424e-91,115
"result.41",0.882996523578186,2.24702835246707e-101,115
"result.42",0.138401162822265,1.72171595958142e-93,115
"result.43",0.465988300901372,2.1587695215363e-100,115
"result.44",0.737103120784741,1.55779031444647e-98,115
"result.45",0.193338136738166,6.31886622795139e-100,115
"result.46",0.395821514653508,2.511882053454e-101,115
"result.47",0.104275874758605,9.12937557148167e-70,115
"result.48",0.508682942597661,2.24716624746321e-101,115
"result.49",0.524588582848664,2.24716624746321e-101,115
"result.50",0.614259764170274,2.24703615280855e-101,115
"result.51",0.152630932098255,2.79142504938824e-100,115
"result.52",0.287901896403637,9.35331708825331e-99,115
"result.53",0.1610185475857,3.14976130439226e-100,115
"result.54",0.950834712069482,2.24702835118441e-101,115
"result.55",0.263505076065194,3.90377574395306e-101,115
"result.56",0.206996283843182,4.08017435098612e-101,115
"result.57",0.176973366835155,1.24309568617075e-99,115
"result.58",0.800664992381353,2.3324948553472e-101,115
"result.59",0.544293738417327,2.24704870996008e-101,115
"result.60",0.632500338940881,2.24703133602729e-101,115
"result.61",0.995016987046693,2.24702835116149e-101,115
"result.62",0.835298123431858,2.24702837515061e-101,115
"result.63",0.94101321154274,2.24702835122861e-101,115
"result.64",0.403671148004942,2.50865110409093e-101,115
"result.65",0.724199152307119,8.1137929412093e-99,115
"result.66",0.345147137064487,2.90730150501509e-101,115
"result.67",0.588778823616449,2.24704870996008e-101,115
"result.68",0.0795301753189415,2.2946443605603e-77,115
"result.69",0.184906738111749,2.44388655644481e-99,115
"result.70",0.296474082286004,3.12575855939775e-100,115
"result.71",0.908151823584922,2.2470283516535e-101,115
"result.72",0.362597415319178,2.50861395608552e-101,115
"result.73",0.774298624100629,2.26496347729073e-101,115
"result.74",0.237578301539179,3.90377659850897e-101,115
"result.75",0.718672979988623,1.25687673161518e-98,115
"result.76",0.841376248612069,2.24702846114005e-101,115
"result.77",0.602939475378953,2.24703615280855e-101,115
"result.78",0.674122717566788,2.24703146613091e-101,115
"result.79",0.691676738308743,2.88337079622929e-100,115
"result.80",0.96717080967268,2.24702835116774e-101,115
"result.81",0.496467082186136,2.25319104057868e-101,115
"result.82",0.762968589332886,1.02348341131431e-98,115
"result.83",0.21162392168073,3.90378028155061e-101,115
"result.84",0.112815090971999,5.79572192704287e-77,115
"result.85",0.338152897560503,2.90730150501509e-101,115
"result.86",0.795102556387428,4.20537932795791e-100,115
"result.87",0.01551425044192,5.95357274762917e-123,115
"result.88",0.142585806907155,6.13896609571883e-99,115
"result.89",0.378493624834809,2.50861395608552e-101,115
"result.90",0.443624674477614,8.56887755872798e-99,115
"result.91",0.813660665999632,2.24706456165341e-101,115
"result.92",0.878189614843577,2.24702835246707e-101,115
"result.93",0.326744668120518,2.90730150501509e-101,115
"result.94",0.310484397842083,2.90730151385242e-101,115
"result.95",0.352436097725295,2.90730150501509e-101,115
"result.96",0.0221918676095083,1.60931777370528e-191,115
"result.97",0.75405547517119,2.18262084213647e-99,115
"result.98",0.559987638832536,2.24704870996008e-101,115
"result.99",0.421568955699913,6.84540972372928e-100,115
"result.100",0.622415836430155,2.24703615280855e-101,115
"result.1",0.0948297634720802,1.24186713239228e-71,116
"result.2",0.0884105533408001,5.14979560514748e-61,116
"result.3",0.0545514586404897,3.31231849251597e-119,116
"result.4",0.478605173069518,2.26621612072042e-109,116
"result.5",0.866761023872532,2.24657902199358e-109,116
"result.6",0.00727583089610562,4.05067147909782e-104,116
"result.7",0.459783256675582,5.32972414977121e-109,116
"result.8",0.221952676849905,3.90300590380118e-109,116
"result.9",0.891466545392759,2.24657901419845e-109,116
"result.10",0.384981208599638,2.50811231172799e-109,116
"result.11",0.827687243046239,2.24657958697427e-109,116
"result.12",0.662900771219283,2.24658511856183e-109,116
"result.13",0.487051427331753,2.26239045932218e-109,116
"result.14",0.910833428469487,2.24657901338504e-109,116
"result.15",0.78094377207337,2.51610423751852e-108,116
"result.16",0.655861737306695,2.24658470932981e-109,116
"result.17",0.924012787016109,2.24657901338504e-109,116
"result.18",0.0465096989902668,1.83708949454463e-148,116
"result.19",0.0662331716739573,2.2896244924025e-102,116
"result.20",0.279248331862036,7.68796087454106e-108,116
"result.21",0.436578295216896,1.11351052593817e-106,116
"result.22",0.248840770982206,3.9029991593529e-109,116
"result.23",0.418399909259751,3.4395469984039e-108,116
"result.24",0.309421631898731,2.9071751606769e-109,116
"result.25",0.57803937057266,2.24659936762057e-109,116
"result.26",0.856582946556155,2.24657903686405e-109,116
"result.27",0.595781366685405,2.2465868129801e-109,116
"result.28",0.256551903830841,3.9029991593529e-109,116
"result.29",0.0379795107268728,7.61416414130382e-169,116
"result.30",0.645690330581274,2.24658199734984e-109,116
"result.31",0.988014439549297,2.24657901289307e-109,116
"result.32",0.702144856953528,3.09301608258418e-108,116
"result.33",0.749746556151658,1.19741744509539e-106,116
"result.34",0.531736853788607,2.24663203737315e-109,116
"result.35",0.560158068959136,2.24659936762057e-109,116
"result.36",0.688894984135404,2.34887074127908e-109,116
"result.37",0.518342558043078,2.24671688161973e-109,116
"result.38",0.936405850241426,2.24657901296017e-109,116
"result.39",0.978739081695676,2.24657901289939e-109,116
"result.40",0.125946785435081,6.06006669494223e-97,116
"result.41",0.882996523578186,2.24657901419845e-109,116
"result.42",0.138401162822265,4.23201061685787e-101,116
"result.43",0.465988300901372,1.55188117325483e-108,116
"result.44",0.737103120784741,1.46322230469088e-106,116
"result.45",0.193338136738166,2.55129345430025e-108,116
"result.46",0.395821514653508,2.51371364085193e-109,116
"result.47",0.104275874758605,4.304982088643e-68,116
"result.48",0.508682942597661,2.24671688161973e-109,116
"result.49",0.524588582848664,2.24671688161973e-109,116
"result.50",0.614259764170274,2.2465868129801e-109,116
"result.51",0.152630932098255,4.61683111683215e-106,116
"result.52",0.287901896403637,1.13909060062491e-106,116
"result.53",0.1610185475857,4.3549400108793e-108,116
"result.54",0.950834712069482,2.24657901291605e-109,116
"result.55",0.263505076065194,3.90299916645718e-109,116
"result.56",0.206996283843182,3.93480790206719e-109,116
"result.57",0.176973366835155,2.45134903062313e-108,116
"result.58",0.800664992381353,2.28024091756735e-109,116
"result.59",0.544293738417327,2.24659936762057e-109,116
"result.60",0.632500338940881,2.24658199716205e-109,116
"result.61",0.995016987046693,2.24657901289307e-109,116
"result.62",0.835298123431858,2.24657903686609e-109,116
"result.63",0.94101321154274,2.24657901296017e-109,116
"result.64",0.403671148004942,2.50818128389977e-109,116
"result.65",0.724199152307119,9.58302581355222e-107,116
"result.66",0.345147137064487,2.90672013192152e-109,116
"result.67",0.588778823616449,2.24659936762057e-109,116
"result.68",0.0795301753189415,6.53232319849585e-82,116
"result.69",0.184906738111749,4.25989970718642e-107,116
"result.70",0.296474082286004,1.27334320265427e-107,116
"result.71",0.908151823584922,2.24657901338504e-109,116
"result.72",0.362597415319178,2.5081123085432e-109,116
"result.73",0.774298624100629,2.25309961289463e-109,116
"result.74",0.237578301539179,3.90300590380063e-109,116
"result.75",0.718672979988623,1.37065983165398e-106,116
"result.76",0.841376248612069,2.24657905510339e-109,116
"result.77",0.602939475378953,2.2465868129801e-109,116
"result.78",0.674122717566788,2.24658511856183e-109,116
"result.79",0.691676738308743,4.33268667761214e-108,116
"result.80",0.96717080967268,2.24657901289939e-109,116
"result.81",0.496467082186136,2.25273889230484e-109,116
"result.82",0.762968589332886,8.37636533304488e-107,116
"result.83",0.21162392168073,3.90302147824908e-109,116
"result.84",0.112815090971999,9.80297610320707e-80,116
"result.85",0.338152897560503,2.90672013192161e-109,116
"result.86",0.795102556387428,2.51610423751852e-108,116
"result.87",0.01551425044192,7.81400796628315e-124,116
"result.88",0.142585806907155,9.18668647797974e-104,116
"result.89",0.378493624834809,2.5081123085427e-109,116
